File_name,Problem type,Variables number,DD Type,Max Width,Num SOC constraints,Cut Type,CutStrengthening,Best solution,Root Gap,Gap,Solution Time,DD Time,Total Number Nodes,Total Number Arcs,NodeBB,Num Cuts
knapsack_n150m20o3b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5610.000000,0.040642,0.008556,3600.044510,7.204843,47347,86034,179577,79
knapsack_n150m20o3b5_2.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5277.000000,0.041122,0.007012,3600.048917,7.113935,45214,82803,177685,62
knapsack_n150m20o3b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5567.000000,0.036645,0.005748,3600.049817,7.680953,51321,92671,199356,54
knapsack_n150m20o5b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5495.000000,0.046770,0.005096,3600.053158,6.776222,47503,85856,196381,127
knapsack_n150m20o5b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5285.000000,0.047682,0.000000,3473.672205,6.456238,43842,79924,227588,79
knapsack_n150m20o5b5_2.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5138.000000,0.051187,0.007007,3600.055411,6.719100,44837,81646,207865,84
knapsack_n150m20o5b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5317.000000,0.050969,0.000000,2973.453243,6.206585,45689,83131,158305,110
knapsack_n150m20o5b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5455.000000,0.041797,0.000000,2350.848695,7.380420,50701,90817,150909,92
knapsack_n100m10o1b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3861.000000,0.012173,0.000000,1.785741,1.406955,16485,30509,513,33
knapsack_n100m10o1b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3911.000000,0.013807,0.000000,4.553254,1.724756,13230,24512,404,35
knapsack_n100m10o3b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3820.000000,0.019110,0.000000,2.744367,1.578935,13814,25289,1072,30
knapsack_n100m10o3b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4253.000000,0.027040,0.000000,5.269777,1.352729,15240,28298,1647,58
knapsack_n100m10o1b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4231.000000,0.012763,0.000000,14.758953,1.682379,12755,23677,901,33
knapsack_n100m10o3b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3609.000000,0.025769,0.000000,6.436088,1.641165,15545,28628,2521,31
knapsack_n100m10o1b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3743.000000,0.016297,0.000000,18.221510,1.840977,16135,30073,701,16
knapsack_n100m10o3b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3806.000000,0.013400,0.000000,0.910206,1.334976,17153,31388,639,43
knapsack_n100m10o3b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4114.000000,0.019689,0.000000,5.482869,1.501004,13742,25083,1692,48
knapsack_n100m10o1b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4344.000000,0.025322,0.000000,22.243512,1.627673,14772,27796,1253,26
knapsack_n100m10o5b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3787.000000,0.020861,0.000000,1.036997,1.614604,12556,22796,807,40
knapsack_n100m10o5b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3766.000000,0.011949,0.000000,0.814382,1.138927,16865,30493,508,61
knapsack_n100m10o5b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4189.000000,0.030079,0.000000,5.201653,1.268398,13985,25898,1582,62
knapsack_n100m10o5b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,4015.000000,0.026152,0.000000,22.442825,1.390355,13670,24784,2734,78
knapsack_n100m20o1b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3539.000000,0.021475,0.000000,16.875878,3.368979,29469,54250,1614,43
knapsack_n100m20o1b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3360.000000,0.033631,0.000000,25.802707,3.761438,31488,58853,3269,52
knapsack_n100m20o1b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3255.000000,0.022120,0.000000,21.815047,4.148062,29841,55816,1009,45
knapsack_n100m10o5b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,10,FlowCuts,true,3511.000000,0.031045,0.000000,33.116352,1.771684,14201,26000,1460,42
knapsack_n100m20o3b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3124.000000,0.038732,0.000000,25.120424,4.183310,30392,56293,4843,65
knapsack_n100m20o1b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3692.000000,0.029523,0.000000,37.595630,3.683690,30649,57220,5098,45
knapsack_n100m20o1b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3633.000000,0.029177,0.000000,37.132276,4.006304,31339,58534,3829,44
knapsack_n100m20o3b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3359.000000,0.044358,0.000000,71.757604,3.193234,30192,54920,14242,68
knapsack_n100m20o3b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3193.000000,0.048544,0.000000,99.145390,3.662988,32310,59615,14142,60
knapsack_n100m20o3b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3514.000000,0.048093,0.000000,97.244417,3.625824,31992,58879,16130,57
knapsack_n100m20o5b5_0.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3071.000000,0.061869,0.000000,98.874347,3.349307,30895,56580,16628,66
knapsack_n100m20o3b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3485.000000,0.046485,0.000000,116.031151,3.775065,31283,58109,17730,70
knapsack_n100m20o5b5_1.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3029.000000,0.045229,0.000000,79.173396,3.876106,29984,55183,2724,77
knapsack_n125m10o1b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5206.000000,0.004994,0.000000,3.523890,2.194354,19888,36673,402,23
knapsack_n125m10o1b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5231.000000,0.014146,0.000000,16.667969,2.711260,20788,38086,703,24
knapsack_n125m10o1b5_1.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5358.000000,0.018664,0.000000,26.656735,2.804616,20291,37448,1292,22
knapsack_n125m10o1b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5096.000000,0.014521,0.000000,33.605200,2.850897,18607,34538,645,19
knapsack_n125m10o1b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5147.000000,0.015154,0.000000,30.024318,2.897040,19303,35940,978,22
knapsack_n125m10o3b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5058.000000,0.014433,0.000000,6.766976,2.192453,20939,37981,1426,50
knapsack_n125m10o3b5_1.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5294.000000,0.013223,0.000000,3.198282,2.679924,20962,38432,662,42
knapsack_n125m10o3b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5107.000000,0.020364,0.000000,5.919529,2.435335,20752,37754,1757,49
knapsack_n125m10o3b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,4986.000000,0.015243,0.000000,5.219806,2.866256,19455,35648,626,32
knapsack_n125m10o5b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5010.000000,0.009780,0.000000,0.950145,2.166120,19852,35813,505,90
knapsack_n100m20o5b5_2.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3240.000000,0.056790,0.000000,144.897510,3.201138,29495,53058,18013,99
knapsack_n125m10o3b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5053.000000,0.021176,0.000000,13.512738,2.504854,20341,37683,5596,30
knapsack_n125m10o5b5_1.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5242.000000,0.014308,0.000000,12.787442,2.543337,20650,37676,429,49
knapsack_n125m10o5b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,5020.000000,0.023705,0.000000,29.314374,2.325924,20511,37092,2153,67
knapsack_n125m10o5b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,4995.000000,0.023423,0.000000,29.655165,2.454478,18949,34839,2659,35
knapsack_n100m20o5b5_3.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3380.000000,0.059172,0.000000,164.171970,3.560747,30245,55126,17526,71
knapsack_n125m10o5b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,10,FlowCuts,true,4853.000000,0.024933,0.000000,42.262033,2.776441,20080,36482,3510,47
knapsack_n100m20o5b5_4.txt,SOC Knapsack,100,RelaxPriority,4000,20,FlowCuts,true,3379.000000,0.063332,0.000000,194.449362,3.556576,29718,54743,26961,73
knapsack_n125m20o1b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4470.000000,0.023937,0.000000,62.914292,5.934515,37898,70132,8425,36
knapsack_n125m20o1b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4580.000000,0.023581,0.000000,169.422786,5.843072,39833,73436,19022,49
knapsack_n125m20o1b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4617.000000,0.025774,0.000000,198.379295,5.825383,35474,66040,19489,49
knapsack_n125m20o1b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4386.000000,0.031692,0.000000,812.226399,5.464900,38333,71241,62038,32
knapsack_n125m20o3b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4208.000000,0.044677,0.000000,1284.150525,5.211854,39704,72947,95435,39
knapsack_n125m20o3b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4268.000000,0.035380,0.000000,95.742395,5.264738,38353,70182,13384,59
knapsack_n125m20o3b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4435.000000,0.038106,0.000000,805.135349,5.436970,39808,72738,59659,50
knapsack_n125m20o3b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4400.000000,0.044318,0.000000,1698.254687,5.331395,36275,66846,106536,62
knapsack_n125m20o1b5_1.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4714.000000,0.032457,0.000000,2002.303775,5.914672,36814,68505,133801,34
knapsack_n125m20o5b5_2.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4262.000000,0.053027,0.000000,855.360210,5.100125,36634,67224,76874,70
knapsack_n125m20o5b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,true,4090.000000,0.054523,0.000000,388.701055,4.597302,38145,69355,42045,116
knapsack_n150m10o1b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,6139.000000,0.012869,0.000000,2.856134,3.968518,24290,44793,606,18
knapsack_n150m10o1b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,5985.000000,0.010192,0.000000,11.220208,3.986947,18953,35266,489,12
knapsack_n150m10o1b5_2.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,6045.000000,0.010753,0.000000,27.321026,3.690865,21915,40104,1289,12
knapsack_n150m10o1b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,6102.000000,0.012291,0.000000,5.927700,3.611225,22646,41692,1522,21
knapsack_n150m10o1b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,6435.000000,0.011344,0.000000,19.340163,3.544289,26123,48137,1002,26
knapsack_n150m10o3b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,5977.000000,0.016563,0.000000,4.227456,3.515113,25033,45705,1129,30
knapsack_n150m10o3b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,true,5775.000000,0.019048,0.000000,54.220953,3.420137,19482,36021,5419,30
