File_name,Problem type,Variables number,Best solution,Dual bound,Gap, Solution Time
set_cover_n100_m78_d0.1_b_w23_seed2.txt,Set Cover,100,10.0,10.0,0.0,0.1822
set_cover_n100_m78_d0.1_b_w23_seed3.txt,Set Cover,100,9.0,9.0,0.0,0.1317
set_cover_n100_m78_d0.1_b_w23_seed4.txt,Set Cover,100,10.0,10.0,0.0,0.188
set_cover_n100_m78_d0.2_b_w23_seed1.txt,Set Cover,100,5.0,5.0,0.0,0.0654
set_cover_n100_m78_d0.2_b_w23_seed2.txt,Set Cover,100,5.0,5.0,0.0,0.0672
set_cover_n100_m78_d0.2_b_w23_seed3.txt,Set Cover,100,5.0,5.0,0.0,0.0702
set_cover_n100_m78_d0.2_b_w23_seed4.txt,Set Cover,100,5.0,5.0,0.0,0.0804
set_cover_n100_m78_d0.3_b_w23_seed1.txt,Set Cover,100,4.0,4.0,0.0,0.0334
set_cover_n100_m78_d0.3_b_w23_seed2.txt,Set Cover,100,4.0,4.0,0.0,0.0391
set_cover_n100_m78_d0.3_b_w23_seed3.txt,Set Cover,100,4.0,4.0,0.0,0.0469
