File_name,Problem type,Variables number,Best solution,Dual bound,Root Gap,Gap,Solution Time,NodeBB
knapsack_n100m10o1b5_4.txt,SOC Knapsack,100,3861.0,3861.0,0.02097902097902098,0.0,3.2119,2111
knapsack_n100m10o3b5_0.txt,SOC Knapsack,100,3820.0,3820.0,0.028272251308900525,0.0,18.4509,1834
knapsack_n100m10o1b5_0.txt,SOC Knapsack,100,3911.0,3911.0,0.01713116849910509,0.0,34.0819,1393
knapsack_n100m10o3b5_1.txt,SOC Knapsack,100,4253.0,4253.000000000001,0.03385845285680696,0.0,13.0637,2814
knapsack_n100m10o1b5_2.txt,SOC Knapsack,100,3742.9999968814327,3742.9999968814327,0.02511354613862826,0.0,61.6742,1265
knapsack_n100m10o1b5_3.txt,SOC Knapsack,100,4231.0,4231.0,0.014653746159300401,0.0,70.5371,1445
knapsack_n100m10o1b5_1.txt,SOC Knapsack,100,4344.0,4344.0,0.026243093922651933,0.0,75.6269,2020
knapsack_n100m10o3b5_4.txt,SOC Knapsack,100,3806.0,3806.0,0.018654755648975303,0.0,10.724,1112
knapsack_n100m10o5b5_1.txt,SOC Knapsack,100,4189.0,4189.0,0.03986604277283051,0.0,18.4227,2361
knapsack_n100m10o5b5_0.txt,SOC Knapsack,100,3787.0,3787.0,0.03591233166094534,0.0,85.8857,1448
knapsack_n100m10o3b5_3.txt,SOC Knapsack,100,4114.0,4114.0,0.022605736509479824,0.0,121.0879,3105
knapsack_n100m10o3b5_2.txt,SOC Knapsack,100,3609.0,3609.0000000000023,0.03574397339983375,0.0,138.8368,2018
knapsack_n100m10o5b5_2.txt,SOC Knapsack,100,3511.0,3511.0,0.03788094559954429,0.0,98.1126,2557
knapsack_n100m10o5b5_4.txt,SOC Knapsack,100,3765.9999800895184,3765.9999800895184,0.028943181223248605,0.0,28.9277,1168
knapsack_n100m10o5b5_3.txt,SOC Knapsack,100,4015.0,4015.0,0.038356164383561646,0.0,95.7891,4594
knapsack_n100m20o1b5_0.txt,SOC Knapsack,100,3360.0,3360.0,0.035416666666666666,0.0,56.0019,5356
knapsack_n100m20o3b5_0.txt,SOC Knapsack,100,3193.0,3193.0,0.055120576260569994,0.0,76.0188,17022
knapsack_n100m20o1b5_4.txt,SOC Knapsack,100,3633.0,3633.0,0.03413157170382604,0.0,114.5421,6554
knapsack_n100m20o1b5_3.txt,SOC Knapsack,100,3692.0,3692.0,0.04279523293607801,0.0,129.0801,5219
knapsack_n100m20o3b5_1.txt,SOC Knapsack,100,3124.0,3124.0,0.04897567221510883,0.0,55.2795,6411
knapsack_n100m20o1b5_1.txt,SOC Knapsack,100,3255.0,3255.0,0.030107526881720432,0.0,205.3838,1478
knapsack_n100m20o3b5_3.txt,SOC Knapsack,100,3514.0,3514.0000000000005,0.05748434832100171,0.0,126.8975,21227
knapsack_n100m20o3b5_2.txt,SOC Knapsack,100,3359.0,3359.0,0.051205715986900865,0.0,139.2392,23860
knapsack_n100m20o1b5_2.txt,SOC Knapsack,100,3539.0,3539.0,0.029669398135066402,0.0,290.0447,2484
knapsack_n100m20o3b5_4.txt,SOC Knapsack,100,3485.0,3485.0,0.05107604017216643,0.0,167.9332,21686
knapsack_n100m20o5b5_0.txt,SOC Knapsack,100,3071.0,3071.0,0.06870726147834581,0.0,153.4297,21038
knapsack_n125m10o1b5_0.txt,SOC Knapsack,125,5206.0,5206.0,0.008643872454859777,0.0,3.7472,1677
knapsack_n100m20o5b5_3.txt,SOC Knapsack,100,3380.0,3380.0,0.0801775147928994,0.0,243.6441,38541
