File_name,Problem type,Variables number,DD Type,Max Width,Is Reduced,Objective Type,Optimization Value,Construction Time,Reduce Time,Solution Time,Number Node,Number Arcs,Actual Max Width
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,20000,false,max,401922,85.57582,na,na,199558178,394028570,20992
knapPI_2_200_1000_1,Knapsack,200,Restricted,5000,false,max,1634,0.04552,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,10000,false,max,1634,0.04509,na,na,166220,238701,969
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,10000,false,max,4813067,62.09687,na,na,106104382,204206975,11960
knapPI_2_200_1000_1,Knapsack,200,Restricted,20000,false,max,1634,0.04510,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,500,false,max,4440,0.02388,na,na,94116,117557,578
knapPI_2_200_1000_1,Knapsack,200,Relaxed,1000,false,max,1634,0.04286,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,2000,false,max,1634,0.04401,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,5000,false,max,1634,0.04401,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,10000,false,max,1634,0.04358,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,20000,false,max,1634,0.04486,na,na,166220,238701,969
knapPI_2_500_1000_1,Knapsack,500,Exact,99999,false,max,4566,0.42529,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,500,false,max,3827,0.04320,na,na,247077,304535,814
knapPI_2_500_1000_1,Knapsack,500,Restricted,1000,false,max,4039,0.08940,na,na,491757,728451,1311
knapPI_2_500_1000_1,Knapsack,500,Restricted,2000,false,max,4472,0.19113,na,na,977490,1698570,2112
knapPI_2_500_1000_1,Knapsack,500,Restricted,5000,false,max,4566,0.42261,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,10000,false,max,4566,0.42348,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,20000,false,max,4566,0.42406,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Relaxed,500,false,max,77483,0.07318,na,na,276641,362645,815
knapPI_2_500_1000_1,Knapsack,500,Relaxed,1000,false,max,52498,0.15586,na,na,511071,756664,1312
